Text;Size;Color;Angle;Font;Repeat;URL
无知;2;Random;Random;Random;Yes;v
硬气;2;Random;Random;Random;Yes;n
令人发指;2;Random;Random;Random;Yes;i
聒噪;2;Random;Random;Random;Yes;a
庸俗;2;Random;Random;Random;Yes;a
无用;2;Random;Random;Random;Yes;v
不合理;2;Random;Random;Random;Yes;n
乌托邦;2;Random;Random;Random;Yes;nr
架空;2;Random;Random;Random;Yes;s
虚假;2;Random;Random;Random;Yes;a
轻描淡写;2;Random;Random;Random;Yes;i
矫情;2;Random;Random;Random;Yes;a
世俗;2;Random;Random;Random;Yes;n
肤浅;2;Random;Random;Random;Yes;a
徒劳;2;Random;Random;Random;Yes;n
机械;2;Random;Random;Random;Yes;n
硬生生;2;Random;Random;Random;Yes;n
凌乱;2;Random;Random;Random;Yes;a
任重道远;2;Random;Random;Random;Yes;nr
渺茫;2;Random;Random;Random;Yes;a
勉强;2;Random;Random;Random;Yes;v
危险;2;Random;Random;Random;Yes;an
僵硬;2;Random;Random;Random;Yes;a
朦胧;2;Random;Random;Random;Yes;a
费力;1;Random;Random;Random;Yes;n
一成不变;1;Random;Random;Random;Yes;i
无力;1;Random;Random;Random;Yes;n
否定;1;Random;Random;Random;Yes;v
执拗;1;Random;Random;Random;Yes;v
了不得;1;Random;Random;Random;Yes;v
不可理喻;1;Random;Random;Random;Yes;i
好不容易;1;Random;Random;Random;Yes;l
苦涩;1;Random;Random;Random;Yes;a
不合时宜;1;Random;Random;Random;Yes;i
媚俗;1;Random;Random;Random;Yes;n
奢侈;1;Random;Random;Random;Yes;a
零碎;1;Random;Random;Random;Yes;a
陌生;1;Random;Random;Random;Yes;n
俗气;1;Random;Random;Random;Yes;n
荒芜;1;Random;Random;Random;Yes;a
柔弱;1;Random;Random;Random;Yes;a
背地里;1;Random;Random;Random;Yes;n
偏颇;1;Random;Random;Random;Yes;nz
婆婆妈妈;1;Random;Random;Random;Yes;n
悲剧;1;Random;Random;Random;Yes;n
乏味;1;Random;Random;Random;Yes;a
孤寂;1;Random;Random;Random;Yes;a
阴暗;1;Random;Random;Random;Yes;a
肆无忌惮;1;Random;Random;Random;Yes;i
无望;1;Random;Random;Random;Yes;v
乱哄哄;1;Random;Random;Random;Yes;z
陈旧;1;Random;Random;Random;Yes;nr
低能;1;Random;Random;Random;Yes;v
深重;1;Random;Random;Random;Yes;a
不易;1;Random;Random;Random;Yes;a
虚无;1;Random;Random;Random;Yes;v
保守;1;Random;Random;Random;Yes;v
见不得人;1;Random;Random;Random;Yes;l
了不起;1;Random;Random;Random;Yes;v
粗浅;1;Random;Random;Random;Yes;a
颓废;1;Random;Random;Random;Yes;a
强制;1;Random;Random;Random;Yes;v
不逊;1;Random;Random;Random;Yes;a
麻木;1;Random;Random;Random;Yes;nr
驳杂;1;Random;Random;Random;Yes;a
轻薄;1;Random;Random;Random;Yes;a
失落;1;Random;Random;Random;Yes;v
平淡无味;1;Random;Random;Random;Yes;i
辛苦;1;Random;Random;Random;Yes;a
严肃;1;Random;Random;Random;Yes;a
紊乱;1;Random;Random;Random;Yes;a
鲁莽;1;Random;Random;Random;Yes;nr
被动;1;Random;Random;Random;Yes;vn
策略;1;Random;Random;Random;Yes;n
嘈杂;1;Random;Random;Random;Yes;a
陈腐;1;Random;Random;Random;Yes;nr
捉襟见肘;1;Random;Random;Random;Yes;i
不平;1;Random;Random;Random;Yes;n
细碎;1;Random;Random;Random;Yes;a
冷血;1;Random;Random;Random;Yes;v
雪上加霜;1;Random;Random;Random;Yes;i
胡乱;1;Random;Random;Random;Yes;n
荒诞;1;Random;Random;Random;Yes;a
无效;1;Random;Random;Random;Yes;a
没关系;1;Random;Random;Random;Yes;l
未成熟;1;Random;Random;Random;Yes;i
一团糟;1;Random;Random;Random;Yes;i
欠妥;1;Random;Random;Random;Yes;v
平淡;1;Random;Random;Random;Yes;a
轻狂;1;Random;Random;Random;Yes;a
投机;1;Random;Random;Random;Yes;n
滑头;1;Random;Random;Random;Yes;n
畸形;1;Random;Random;Random;Yes;n
草率;1;Random;Random;Random;Yes;n
道貌岸然;1;Random;Random;Random;Yes;i
没意思;1;Random;Random;Random;Yes;l
可有可无;1;Random;Random;Random;Yes;l
诡谲;1;Random;Random;Random;Yes;a
低端;1;Random;Random;Random;Yes;n
荒谬;1;Random;Random;Random;Yes;a
混合;1;Random;Random;Random;Yes;vn
不合逻辑;1;Random;Random;Random;Yes;l
吓人;1;Random;Random;Random;Yes;v
偏狭;1;Random;Random;Random;Yes;a
盲目;1;Random;Random;Random;Yes;n
小气;1;Random;Random;Random;Yes;n
蠢笨;1;Random;Random;Random;Yes;a
冷淡;1;Random;Random;Random;Yes;a
错乱;1;Random;Random;Random;Yes;n
差劲;1;Random;Random;Random;Yes;n
坎坷;1;Random;Random;Random;Yes;a
曲折;1;Random;Random;Random;Yes;a
独裁;1;Random;Random;Random;Yes;v
轻易;1;Random;Random;Random;Yes;a
虚伪;1;Random;Random;Random;Yes;a
恐怖;1;Random;Random;Random;Yes;a
贫困;1;Random;Random;Random;Yes;a
勉勉强强;1;Random;Random;Random;Yes;z
惨不忍睹;1;Random;Random;Random;Yes;i
啰嗦;1;Random;Random;Random;Yes;z
低劣;1;Random;Random;Random;Yes;a
萧瑟;1;Random;Random;Random;Yes;nr
恶劣;1;Random;Random;Random;Yes;a
浅尝辄止;1;Random;Random;Random;Yes;i
